system:index,Dynamic world LULC,EVI,Elevation in m,Gross primary productivity in kg C per square m per 16 days,Land surface temperature in °C,Leaf area index,Methane ppb,Monthly precipitation in mm,NDVI,.geo
58,Built,0.55,321,672.45,24.04,4.33,0.0,49.83,0.84,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.207731662225095,44.42169079971033]}"
59,Trees,0.57,342,673.18,22.69,4.2,0.0,48.44,0.84,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.297563190637048,44.42169079971033]}"
60,Trees,0.57,489,664.64,23.39,4.06,0.0,46.61,0.84,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.387394719048999,44.42169079971033]}"
61,Trees,0.61,851,677.73,21.74,3.86,0.0,44.1,0.84,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.477226247460951,44.42169079971033]}"
62,Trees,0.65,680,728.73,21.13,4.49,0.0,46.09,0.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.567057775872904,44.42169079971033]}"
63,Trees,0.58,779,653.0,22.84,4.21,0.0,49.28,0.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.656889304284856,44.42169079971033]}"
64,Trees,0.61,1190,650.91,25.79,3.37,0.0,49.28,0.85,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.746720832696807,44.42169079971033]}"
65,Trees,0.63,649,677.82,21.99,4.38,0.0,54.13,0.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.83655236110876,44.42169079971033]}"
66,Trees,0.62,498,646.09,21.67,4.41,0.0,59.35,0.86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.926383889520713,44.42169079971033]}"
67,Trees,0.62,1359,620.09,22.3,4.08,0.0,61.47,0.86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.016215417932665,44.42169079971033]}"
68,Trees,0.64,1047,622.09,22.64,4.1,0.0,63.95,0.84,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.106046946344616,44.42169079971033]}"
69,Trees,0.61,903,576.64,24.33,3.78,0.0,68.34,0.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.195878474756569,44.42169079971033]}"
70,Trees,0.56,1032,493.18,26.62,3.41,0.0,74.95,0.78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.285710003168521,44.42169079971033]}"
71,Crops,0.53,657,480.18,27.1,3.25,0.0,80.34,0.72,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.375541531580472,44.42169079971033]}"
72,Trees,0.52,549,456.27,28.0,3.04,0.0,84.7,0.71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.465373059992425,44.42169079971033]}"
73,Trees,0.5,582,441.73,28.72,2.9,1866.79,88.25,0.68,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.555204588404377,44.42169079971033]}"
74,Trees,0.51,490,430.55,30.31,2.47,1890.6,88.25,0.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.64503611681633,44.42169079971033]}"
75,Trees,0.53,647,443.0,30.14,2.34,1866.65,86.91,0.72,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.734867645228281,44.42169079971033]}"
76,Trees,0.53,640,443.0,28.77,2.72,1879.25,79.86,0.72,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.824699173640234,44.42169079971033]}"
77,Trees,0.49,361,419.64,30.21,2.4,1881.88,69.87,0.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.914530702052186,44.42169079971033]}"
78,Trees,0.47,491,406.36,31.9,2.23,1882.17,63.03,0.66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.004362230464139,44.42169079971033]}"
79,Trees,0.47,378,404.64,31.56,2.51,1880.12,55.42,0.66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.09419375887609,44.42169079971033]}"
80,Trees,0.5,374,427.0,30.65,2.63,1876.75,48.87,0.71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.184025287288042,44.42169079971033]}"
81,Built,0.48,203,408.27,31.68,2.16,1878.5,44.74,0.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.273856815699995,44.42169079971033]}"
82,Trees,0.45,233,399.36,32.11,1.98,1882.42,46.78,0.66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.363688344111946,44.42169079971033]}"
83,Trees,0.4,225,367.82,34.24,1.67,1886.41,47.79,0.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.453519872523898,44.42169079971033]}"
84,Crops,0.4,139,369.73,34.67,1.66,1887.54,47.79,0.56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.543351400935851,44.42169079971033]}"
85,Crops,0.39,80,371.45,35.24,1.58,1886.82,48.49,0.55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.633182929347804,44.42169079971033]}"
86,Crops,0.43,25,377.55,34.57,1.55,1885.91,50.28,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.723014457759755,44.42169079971033]}"
87,Crops,0.39,19,359.09,34.78,1.53,1886.4,49.23,0.56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.812845986171707,44.42169079971033]}"
88,Built,0.39,17,364.36,35.3,1.72,1886.63,45.03,0.55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.90267751458366,44.42169079971033]}"
89,Crops,0.41,13,385.09,35.44,1.77,1887.94,37.44,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.99250904299561,44.42169079971033]}"
90,Crops,0.38,4,381.73,36.11,1.65,1890.06,35.98,0.53,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.082340571407563,44.42169079971033]}"
91,Crops,0.32,3,382.27,34.43,1.52,1892.51,36.12,0.46,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.172172099819516,44.42169079971033]}"
92,Crops,0.28,1,387.09,32.86,0.89,1883.44,36.37,0.43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.262003628231469,44.42169079971033]}"
93,Crops,0.42,501,460.18,31.53,1.51,1888.57,156.9,0.61,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.500932622398004,44.51152232812229]}"
94,Crops,0.46,418,465.73,31.41,1.6,1886.42,147.81,0.64,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.590764150809957,44.51152232812229]}"
95,Crops,0.47,360,472.64,31.8,1.77,1886.43,131.1,0.66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.680595679221908,44.51152232812229]}"
96,Crops,0.41,367,457.55,32.23,1.83,1884.7,112.67,0.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.770427207633861,44.51152232812229]}"
97,Crops,0.44,361,484.36,32.08,2.05,1876.97,98.22,0.65,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.860258736045813,44.51152232812229]}"
98,Trees,0.5,304,557.91,30.93,2.27,1865.71,94.17,0.77,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.950090264457765,44.51152232812229]}"
99,Trees,0.55,651,604.09,26.55,3.23,1857.55,94.17,0.82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.039921792869718,44.51152232812229]}"
100,Trees,0.55,535,604.09,25.2,3.63,0.0,90.41,0.82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.129753321281669,44.51152232812229]}"
101,Trees,0.55,508,598.91,24.91,3.82,1848.04,83.47,0.83,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.219584849693621,44.51152232812229]}"
102,Crops,0.5,333,580.64,28.21,3.07,1859.09,76.95,0.79,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.309416378105574,44.51152232812229]}"
103,Trees,0.51,404,583.82,29.53,2.83,1861.91,69.78,0.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.399247906517525,44.51152232812229]}"
104,Trees,0.49,501,579.55,27.21,3.32,1862.81,61.12,0.77,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.489079434929478,44.51152232812229]}"
105,Trees,0.5,581,606.18,26.23,3.49,0.0,55.37,0.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.57891096334143,44.51152232812229]}"
106,Trees,0.56,551,662.64,23.62,4.05,0.0,56.09,0.84,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.668742491753383,44.51152232812229]}"
107,Trees,0.55,741,647.64,24.81,3.21,0.0,63.37,0.82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.758574020165334,44.51152232812229]}"
108,Trees,0.49,667,582.55,25.8,3.65,0.0,63.37,0.76,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.848405548577286,44.51152232812229]}"
109,Built,0.52,413,630.45,26.01,3.88,0.0,66.03,0.77,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.938237076989239,44.51152232812229]}"
110,Trees,0.59,687,716.0,23.52,4.35,0.0,70.89,0.85,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.028068605401192,44.51152232812229]}"
111,Trees,0.59,921,741.27,21.9,4.45,0.0,69.05,0.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.117900133813142,44.51152232812229]}"
112,Trees,0.63,936,765.55,21.77,4.58,0.0,67.42,0.89,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.207731662225095,44.51152232812229]}"
113,Trees,0.65,846,761.27,22.32,4.34,0.0,65.81,0.88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.297563190637048,44.51152232812229]}"
114,Trees,0.59,915,695.91,21.93,4.27,0.0,64.03,0.86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.387394719048999,44.51152232812229]}"
115,Trees,0.64,1272,699.45,20.59,4.17,0.0,61.5,0.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.477226247460951,44.51152232812229]}"
116,Trees,0.64,1054,729.73,20.48,4.38,0.0,59.65,0.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.567057775872904,44.51152232812229]}"
117,Trees,0.57,855,629.55,23.0,4.23,0.0,59.33,0.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.656889304284856,44.51152232812229]}"
118,Trees,0.53,794,585.64,23.88,4.14,0.0,59.33,0.78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.746720832696807,44.51152232812229]}"
119,Trees,0.56,706,597.73,26.49,3.58,0.0,61.18,0.83,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.83655236110876,44.51152232812229]}"
120,Trees,0.6,581,607.45,26.2,3.58,0.0,63.02,0.85,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.926383889520713,44.51152232812229]}"
121,Trees,0.61,1000,606.91,23.07,3.9,0.0,63.68,0.84,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.016215417932665,44.51152232812229]}"
122,Trees,0.57,820,553.27,24.45,3.69,0.0,65.03,0.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.106046946344616,44.51152232812229]}"
123,Trees,0.58,615,544.82,27.97,3.02,0.0,70.44,0.78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.195878474756569,44.51152232812229]}"
124,Trees,0.54,585,508.91,28.39,2.95,0.0,77.49,0.76,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.285710003168521,44.51152232812229]}"
125,Trees,0.54,448,508.91,29.82,2.74,0.0,84.09,0.76,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.375541531580472,44.51152232812229]}"
126,Crops,0.52,529,487.55,29.5,2.91,1866.98,90.53,0.74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.465373059992425,44.51152232812229]}"
127,Trees,0.53,461,488.91,29.25,3.0,1866.9,87.84,0.74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.555204588404377,44.51152232812229]}"
128,Trees,0.47,332,435.64,31.59,2.64,1888.43,87.84,0.68,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.64503611681633,44.51152232812229]}"
129,Built,0.41,172,394.18,32.96,2.29,1889.5,77.28,0.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.734867645228281,44.51152232812229]}"
130,Trees,0.46,145,412.91,35.99,1.4,1890.55,66.73,0.64,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.824699173640234,44.51152232812229]}"
131,Crops,0.44,110,390.55,35.42,1.73,1891.39,57.08,0.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.914530702052186,44.51152232812229]}"
132,Built,0.41,79,378.91,35.53,1.75,1887.8,49.9,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.004362230464139,44.51152232812229]}"
133,Crops,0.41,58,378.09,35.21,1.8,1886.27,42.9,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.09419375887609,44.51152232812229]}"
134,Crops,0.44,44,393.82,35.42,1.56,1887.79,36.39,0.61,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.184025287288042,44.51152232812229]}"
135,Crops,0.37,38,367.64,35.2,1.38,1887.92,33.71,0.53,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.273856815699995,44.51152232812229]}"
136,Built,0.31,34,375.82,36.05,1.12,1890.31,33.64,0.47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.363688344111946,44.51152232812229]}"
137,Crops,0.36,30,345.0,35.04,1.49,1890.01,33.94,0.51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.453519872523898,44.51152232812229]}"
138,Crops,0.41,22,394.27,33.83,1.64,1888.11,33.94,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.543351400935851,44.51152232812229]}"
139,Crops,0.4,13,386.73,33.86,1.76,1885.58,34.23,0.55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.633182929347804,44.51152232812229]}"
140,Crops,0.42,7,392.73,34.11,1.8,1885.13,36.32,0.58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.723014457759755,44.51152232812229]}"
141,Crops,0.41,4,373.55,34.53,1.51,1887.54,38.81,0.56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.812845986171707,44.51152232812229]}"
142,Crops,0.41,4,375.0,34.09,1.49,1889.72,39.69,0.56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.90267751458366,44.51152232812229]}"
143,Crops,0.4,2,368.09,35.19,1.52,1891.38,37.41,0.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.99250904299561,44.51152232812229]}"
144,Crops,0.4,1,384.82,34.61,1.56,1892.21,37.94,0.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.082340571407563,44.51152232812229]}"
145,Crops,0.38,1,429.45,31.92,1.67,1892.65,40.13,0.58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.172172099819516,44.51152232812229]}"
146,Crops,0.42,435,480.55,30.36,2.03,1880.3,153.01,0.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.500932622398004,44.60135385653424]}"
147,Crops,0.43,363,476.0,31.44,1.57,1881.85,137.86,0.63,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.590764150809957,44.60135385653424]}"
148,Crops,0.44,330,469.82,32.2,1.56,1887.27,119.95,0.63,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.680595679221908,44.60135385653424]}"
149,Crops,0.44,321,469.82,32.23,1.98,1885.43,102.3,0.63,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.770427207633861,44.60135385653424]}"
150,Crops,0.46,306,477.0,31.96,2.01,1881.83,86.81,0.65,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.860258736045813,44.60135385653424]}"
151,Crops,0.42,328,434.91,33.39,1.4,1880.36,83.08,0.63,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.950090264457765,44.60135385653424]}"
152,Trees,0.42,518,443.64,28.93,2.6,1878.36,83.08,0.63,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.039921792869718,44.60135385653424]}"
153,Trees,0.5,534,548.64,26.58,3.17,1871.28,79.39,0.77,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.129753321281669,44.60135385653424]}"
154,Trees,0.48,399,533.09,28.15,2.95,0.0,76.34,0.75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.219584849693621,44.60135385653424]}"
155,Trees,0.47,320,518.36,28.82,2.89,1856.1,76.27,0.73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.309416378105574,44.60135385653424]}"
156,Trees,0.44,327,500.36,30.59,2.46,1852.67,67.31,0.69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.399247906517525,44.60135385653424]}"
157,Trees,0.51,395,600.64,29.15,3.17,1869.8,58.17,0.78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.489079434929478,44.60135385653424]}"
158,Trees,0.5,366,565.64,27.59,3.33,1875.6,51.25,0.73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.57891096334143,44.60135385653424]}"
159,Trees,0.47,381,549.64,28.95,3.25,1871.51,54.02,0.72,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.668742491753383,44.60135385653424]}"
160,Trees,0.5,513,580.45,27.53,3.48,1860.91,60.42,0.77,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.758574020165334,44.60135385653424]}"
161,Trees,0.55,554,665.09,25.56,4.19,1842.41,60.42,0.83,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.848405548577286,44.60135385653424]}"
162,Trees,0.59,567,728.27,24.67,4.24,0.0,67.8,0.86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.938237076989239,44.60135385653424]}"
163,Trees,0.6,745,704.82,23.96,4.22,0.0,74.97,0.85,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.028068605401192,44.60135385653424]}"
164,Trees,0.61,994,706.55,22.07,4.37,0.0,76.66,0.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.117900133813142,44.60135385653424]}"
165,Trees,0.64,1159,700.09,20.64,4.53,0.0,76.43,0.88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.207731662225095,44.60135385653424]}"
166,Trees,0.57,973,692.73,22.43,4.34,0.0,74.79,0.85,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.297563190637048,44.60135385653424]}"
167,Trees,0.57,942,678.73,22.5,4.25,0.0,72.94,0.85,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.387394719048999,44.60135385653424]}"
168,Trees,0.58,1080,650.55,22.73,4.07,0.0,70.52,0.84,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.477226247460951,44.60135385653424]}"
169,Trees,0.61,1186,662.45,22.84,3.82,0.0,68.06,0.85,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.567057775872904,44.60135385653424]}"
170,Trees,0.59,857,626.82,23.49,4.05,0.0,65.89,0.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.656889304284856,44.60135385653424]}"
171,Trees,0.55,636,565.0,25.6,3.49,0.0,65.89,0.79,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.746720832696807,44.60135385653424]}"
172,Trees,0.6,786,589.55,24.99,3.8,0.0,61.76,0.82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.83655236110876,44.60135385653424]}"
173,Trees,0.52,601,525.91,27.92,3.13,0.0,60.97,0.73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.926383889520713,44.60135385653424]}"
174,Trees,0.52,584,525.91,27.76,3.04,1868.15,61.62,0.73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.016215417932665,44.60135385653424]}"
175,Trees,0.5,537,485.36,28.45,3.01,0.0,62.28,0.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.106046946344616,44.60135385653424]}"
176,Trees,0.5,620,481.64,29.64,2.66,1890.02,68.38,0.68,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.195878474756569,44.60135385653424]}"
177,Trees,0.45,385,439.27,31.49,2.23,1883.29,75.4,0.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.285710003168521,44.60135385653424]}"
178,Trees,0.46,247,435.18,32.07,2.21,1886.68,82.39,0.62,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.375541531580472,44.60135385653424]}"
179,Trees,0.44,298,414.09,32.07,2.24,1887.37,84.85,0.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.465373059992425,44.60135385653424]}"
180,Crops,0.43,231,408.45,33.98,2.15,1888.7,79.65,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.555204588404377,44.60135385653424]}"
181,Crops,0.41,206,395.18,34.64,2.12,1886.82,79.65,0.56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.64503611681633,44.60135385653424]}"
182,Crops,0.42,76,402.18,36.89,1.71,1886.96,71.17,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.734867645228281,44.60135385653424]}"
183,Crops,0.37,62,356.73,36.63,1.6,1889.71,60.44,0.52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.824699173640234,44.60135385653424]}"
184,Crops,0.33,48,364.18,36.96,1.54,1890.57,51.46,0.48,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.914530702052186,44.60135385653424]}"
185,Trees,0.41,39,375.09,35.18,1.74,1887.84,43.84,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.004362230464139,44.60135385653424]}"
186,Crops,0.41,30,363.45,35.46,1.61,1887.97,37.27,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.09419375887609,44.60135385653424]}"
187,Crops,0.41,26,371.82,35.38,1.65,1889.46,32.14,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.184025287288042,44.60135385653424]}"
188,Crops,0.43,22,378.91,34.0,1.65,1887.78,30.2,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.273856815699995,44.60135385653424]}"
189,Crops,0.4,22,350.45,34.84,1.53,1889.95,29.65,0.55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.363688344111946,44.60135385653424]}"
190,Crops,0.41,15,371.82,34.45,1.59,1890.34,29.95,0.56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.453519872523898,44.60135385653424]}"
191,Crops,0.42,10,384.09,33.24,1.66,1889.76,29.95,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.543351400935851,44.60135385653424]}"
192,Crops,0.42,10,376.55,33.86,1.6,1888.57,30.35,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.633182929347804,44.60135385653424]}"
193,Crops,0.41,6,378.64,33.21,1.88,1887.33,32.25,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.723014457759755,44.60135385653424]}"
194,Water,0.39,3,354.82,32.96,1.78,1885.84,34.81,0.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.812845986171707,44.60135385653424]}"
195,Crops,0.4,-3,360.73,34.18,1.52,1888.8,37.38,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.90267751458366,44.60135385653424]}"
196,Crops,0.42,-3,389.73,34.67,1.48,1891.65,37.55,0.61,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.99250904299561,44.60135385653424]}"
197,Crops,0.24,-3,324.0,34.73,1.66,1886.42,37.82,0.36,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.082340571407563,44.60135385653424]}"
198,Crops,0.51,293,546.91,31.71,1.78,1885.8,129.63,0.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.500932622398004,44.691185384946195]}"
199,Crops,0.46,299,491.09,31.71,1.58,1882.34,116.55,0.66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.590764150809957,44.691185384946195]}"
200,Crops,0.45,296,465.64,31.36,1.81,1889.57,101.33,0.65,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.680595679221908,44.691185384946195]}"
201,Crops,0.48,296,484.09,32.12,1.71,1888.14,86.93,0.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.770427207633861,44.691185384946195]}"
202,Built,0.42,261,461.91,32.07,2.11,1886.42,72.19,0.61,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.860258736045813,44.691185384946195]}"
203,Trees,0.43,251,441.0,33.52,1.73,1888.09,67.71,0.63,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.950090264457765,44.691185384946195]}"
204,Built,0.38,285,403.09,33.42,1.56,1888.06,67.71,0.56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.039921792869718,44.691185384946195]}"
205,Crops,0.41,437,423.36,32.08,1.74,1884.88,73.39,0.63,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.129753321281669,44.691185384946195]}"
206,Trees,0.43,382,448.55,31.93,1.87,1887.75,80.97,0.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.219584849693621,44.691185384946195]}"
207,Trees,0.46,306,495.27,32.41,2.07,1884.01,77.99,0.68,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.309416378105574,44.691185384946195]}"
208,Trees,0.44,263,463.64,31.91,2.08,1878.82,66.76,0.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.399247906517525,44.691185384946195]}"
209,Trees,0.37,227,422.18,34.06,1.51,1883.21,54.32,0.58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.489079434929478,44.691185384946195]}"
210,Trees,0.4,212,447.0,34.15,1.6,1879.59,44.69,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.57891096334143,44.691185384946195]}"
211,Built,0.42,213,478.45,33.18,2.07,1878.36,48.73,0.62,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.668742491753383,44.691185384946195]}"
212,Crops,0.47,273,526.18,32.21,2.34,1877.12,55.42,0.69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.758574020165334,44.691185384946195]}"
213,Crops,0.47,312,550.27,31.5,2.7,1877.86,55.42,0.69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.848405548577286,44.691185384946195]}"
214,Trees,0.53,357,606.82,27.11,3.72,1877.15,62.53,0.79,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.938237076989239,44.691185384946195]}"
215,Trees,0.5,625,550.45,28.5,3.11,1882.34,69.29,0.74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.028068605401192,44.691185384946195]}"
216,Trees,0.61,919,636.73,23.46,3.96,0.0,74.2,0.85,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.117900133813142,44.691185384946195]}"
217,Trees,0.64,1288,640.18,20.62,4.14,0.0,76.55,0.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.207731662225095,44.691185384946195]}"
218,Trees,0.57,964,620.18,23.4,4.13,0.0,77.63,0.82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.297563190637048,44.691185384946195]}"
219,Trees,0.54,768,606.45,25.83,3.77,0.0,75.67,0.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.387394719048999,44.691185384946195]}"
220,Trees,0.59,1051,619.91,23.84,3.67,0.0,73.33,0.83,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.477226247460951,44.691185384946195]}"
221,Trees,0.57,681,598.27,24.23,3.77,0.0,71.29,0.82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.567057775872904,44.691185384946195]}"
222,Trees,0.57,857,598.27,24.28,3.84,0.0,69.53,0.82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.656889304284856,44.691185384946195]}"
223,Trees,0.61,805,621.64,23.73,3.73,0.0,69.53,0.83,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.746720832696807,44.691185384946195]}"
