system:index,Dynamic world LULC,EVI,Elevation in m,Gross primary productivity in kg C per square m per 16 days,Land surface temperature in °C,Leaf area index,Methane ppb,Monthly precipitation in mm,NDVI,.geo
153,Built,0.33,40,0.0,25.04,2.58,0.0,39.44,0.56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.587018672307764,52.46610416900066]}"
154,Trees,0.38,45,380.27,25.04,2.58,0.0,39.44,0.63,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.596001825148958,52.46610416900066]}"
155,Trees,0.44,43,472.73,25.04,2.58,0.0,39.44,0.73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.604984977990153,52.46610416900066]}"
156,Trees,0.53,48,479.27,20.5,4.0,1862.04,34.3,0.84,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.263625170024735,52.47508732184185]}"
157,Trees,0.45,56,371.27,20.5,4.0,1862.77,34.3,0.68,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.272608322865931,52.47508732184185]}"
158,Built,0.34,55,0.0,20.5,4.0,1863.76,34.3,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.281591475707126,52.47508732184185]}"
159,Built,0.28,55,0.0,20.5,4.0,1864.12,34.3,0.58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.29057462854832,52.47508732184185]}"
160,Built,0.33,51,0.0,25.03,1.39,1864.12,34.3,0.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.299557781389517,52.47508732184185]}"
161,Built,0.27,50,0.0,25.03,1.39,1865.34,34.3,0.44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.308540934230711,52.47508732184185]}"
162,Built,0.28,49,0.0,25.03,1.39,1865.92,34.3,0.51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.317524087071908,52.47508732184185]}"
163,Built,0.23,50,0.0,25.03,1.39,1866.37,34.3,0.44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.326507239913102,52.47508732184185]}"
164,Built,0.22,50,0.0,28.76,1.09,1867.12,34.3,0.38,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.335490392754297,52.47508732184185]}"
165,Built,0.21,48,0.0,28.76,1.09,1867.26,34.3,0.36,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.344473545595493,52.47508732184185]}"
166,Built,0.2,43,0.0,28.76,1.09,1866.22,34.42,0.33,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.353456698436688,52.47508732184185]}"
167,Built,0.2,44,0.0,28.76,1.09,1866.08,34.42,0.34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.362439851277882,52.47508732184185]}"
168,Built,0.25,45,0.0,28.76,1.09,1865.11,34.42,0.45,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.371423004119078,52.47508732184185]}"
169,Built,0.3,48,0.0,28.76,1.09,1864.91,34.42,0.47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.380406156960273,52.47508732184185]}"
170,Built,0.22,48,0.0,28.76,1.09,1864.91,34.42,0.35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.38938930980147,52.47508732184185]}"
171,Grass,0.3,47,0.0,28.76,1.09,1864.65,34.42,0.44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.398372462642664,52.47508732184185]}"
172,Grass,0.34,48,0.0,28.76,1.09,1864.39,34.42,0.48,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.407355615483858,52.47508732184185]}"
173,Grass,0.32,49,0.0,28.76,1.09,1864.69,34.42,0.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.416338768325055,52.47508732184185]}"
174,Built,0.28,58,0.0,28.17,1.11,1865.1,34.42,0.45,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.42532192116625,52.47508732184185]}"
175,Built,0.25,56,0.0,28.17,1.11,1864.69,34.42,0.43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.434305074007444,52.47508732184185]}"
176,Built,0.22,45,0.0,28.17,1.11,1866.26,34.42,0.41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.44328822684864,52.47508732184185]}"
177,Built,0.23,40,0.0,28.17,1.11,1862.23,36.97,0.41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.452271379689835,52.47508732184185]}"
178,Built,0.25,38,0.0,26.38,1.89,1860.74,36.97,0.41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.461254532531031,52.47508732184185]}"
179,Built,0.39,38,0.0,26.38,1.89,1860.73,36.97,0.66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.470237685372226,52.47508732184185]}"
180,Built,0.38,36,0.0,26.38,1.89,1860.73,36.97,0.63,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.47922083821342,52.47508732184185]}"
181,Built,0.54,38,0.0,26.38,1.89,1862.68,36.97,0.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.488203991054617,52.47508732184185]}"
182,Trees,0.36,39,0.0,26.38,1.89,1862.67,36.97,0.65,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.497187143895811,52.47508732184185]}"
183,Built,0.37,35,0.0,26.38,1.89,1862.67,36.97,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.506170296737006,52.47508732184185]}"
184,Trees,0.4,39,0.0,26.38,1.89,1864.36,36.97,0.66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.515153449578202,52.47508732184185]}"
185,Built,0.31,38,0.0,26.38,1.89,1863.92,36.97,0.49,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.524136602419397,52.47508732184185]}"
186,Built,0.36,36,0.0,26.38,1.89,0.0,36.97,0.55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.533119755260591,52.47508732184185]}"
187,Built,0.38,39,0.0,25.04,2.58,0.0,36.97,0.62,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.542102908101787,52.47508732184185]}"
188,Built,0.42,41,0.0,25.04,2.58,0.0,39.44,0.69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.551086060942982,52.47508732184185]}"
189,Built,0.4,39,0.0,25.04,2.58,0.0,39.44,0.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.560069213784178,52.47508732184185]}"
190,Built,0.42,38,0.0,25.04,2.58,0.0,39.44,0.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.569052366625373,52.47508732184185]}"
191,Trees,0.51,41,0.0,25.04,2.58,0.0,39.44,0.78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.578035519466567,52.47508732184185]}"
192,Trees,0.49,43,511.91,25.04,2.58,0.0,39.44,0.78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.587018672307764,52.47508732184185]}"
193,Built,0.45,46,376.18,25.04,2.58,0.0,39.44,0.71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.596001825148958,52.47508732184185]}"
194,Built,0.41,43,0.0,25.04,2.58,0.0,39.44,0.65,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.604984977990153,52.47508732184185]}"
195,Built,0.39,46,397.45,20.5,4.0,1863.48,34.3,0.66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.263625170024735,52.484070474683044]}"
196,Built,0.39,52,372.91,20.5,4.0,1862.72,34.3,0.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.272608322865931,52.484070474683044]}"
197,Built,0.34,52,0.0,20.5,4.0,1863.33,34.3,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.281591475707126,52.484070474683044]}"
198,Built,0.35,51,0.0,20.5,4.0,1863.79,34.3,0.58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.29057462854832,52.484070474683044]}"
199,Built,0.32,49,0.0,25.03,1.39,1863.79,34.3,0.51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.299557781389517,52.484070474683044]}"
200,Built,0.33,48,0.0,25.03,1.39,1865.38,34.3,0.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.308540934230711,52.484070474683044]}"
201,Built,0.26,48,0.0,25.03,1.39,1865.92,34.3,0.47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.317524087071908,52.484070474683044]}"
202,Built,0.24,49,0.0,25.03,1.39,1865.68,34.3,0.44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.326507239913102,52.484070474683044]}"
203,Built,0.28,45,0.0,28.76,1.09,1866.22,34.3,0.47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.335490392754297,52.484070474683044]}"
204,Built,0.23,44,0.0,28.76,1.09,1865.42,34.3,0.42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.344473545595493,52.484070474683044]}"
205,Built,0.21,44,0.0,28.76,1.09,1865.72,34.42,0.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.353456698436688,52.484070474683044]}"
206,Built,0.22,48,0.0,28.76,1.09,1865.29,34.42,0.43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.362439851277882,52.484070474683044]}"
207,Built,0.27,48,0.0,28.76,1.09,1864.54,34.42,0.48,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.371423004119078,52.484070474683044]}"
208,Built,0.27,50,0.0,28.76,1.09,1864.56,34.42,0.45,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.380406156960273,52.484070474683044]}"
209,Built,0.24,51,0.0,28.76,1.09,1864.56,34.42,0.45,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.38938930980147,52.484070474683044]}"
210,Built,0.26,48,0.0,28.76,1.09,1863.85,34.42,0.45,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.398372462642664,52.484070474683044]}"
211,Built,0.37,47,0.0,28.76,1.09,1863.8,34.42,0.62,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.407355615483858,52.484070474683044]}"
212,Trees,0.37,52,0.0,28.76,1.09,1864.67,34.42,0.63,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.416338768325055,52.484070474683044]}"
213,Built,0.24,59,0.0,28.17,1.11,1865.0,34.42,0.41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.42532192116625,52.484070474683044]}"
214,Built,0.22,52,0.0,28.17,1.11,1864.8,34.42,0.38,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.434305074007444,52.484070474683044]}"
215,Built,0.25,45,0.0,28.17,1.11,1865.07,34.42,0.44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.44328822684864,52.484070474683044]}"
216,Built,0.24,40,0.0,28.17,1.11,1864.23,36.97,0.39,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.452271379689835,52.484070474683044]}"
217,Built,0.3,37,0.0,26.38,1.89,1864.13,36.97,0.47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.461254532531031,52.484070474683044]}"
218,Built,0.44,36,0.0,26.38,1.89,1860.95,36.97,0.68,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.470237685372226,52.484070474683044]}"
219,Built,0.46,37,0.0,26.38,1.89,1860.95,36.97,0.78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.47922083821342,52.484070474683044]}"
220,Trees,0.41,42,0.0,26.38,1.89,1860.79,36.97,0.69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.488203991054617,52.484070474683044]}"
221,Trees,0.28,41,0.0,26.38,1.89,1860.74,36.97,0.52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.497187143895811,52.484070474683044]}"
222,Built,0.25,37,0.0,26.38,1.89,1864.4,36.97,0.39,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.506170296737006,52.484070474683044]}"
223,Built,0.27,38,0.0,26.38,1.89,1863.92,36.97,0.47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.515153449578202,52.484070474683044]}"
224,Built,0.27,39,0.0,26.38,1.89,1846.85,36.97,0.51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.524136602419397,52.484070474683044]}"
225,Built,0.34,39,0.0,26.38,1.89,1846.85,36.97,0.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.533119755260591,52.484070474683044]}"
226,Built,0.37,38,0.0,25.04,2.58,1846.85,36.97,0.56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.542102908101787,52.484070474683044]}"
227,Built,0.38,40,0.0,25.04,2.58,1846.85,39.44,0.58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.551086060942982,52.484070474683044]}"
228,Built,0.36,37,0.0,25.04,2.58,0.0,39.44,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.560069213784178,52.484070474683044]}"
229,Trees,0.37,42,0.0,25.04,2.58,0.0,39.44,0.63,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.569052366625373,52.484070474683044]}"
230,Built,0.32,43,0.0,25.04,2.58,0.0,39.44,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.578035519466567,52.484070474683044]}"
231,Built,0.36,41,0.0,25.04,2.58,0.0,39.44,0.61,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.587018672307764,52.484070474683044]}"
232,Built,0.36,40,0.0,25.04,2.58,0.0,39.44,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.596001825148958,52.484070474683044]}"
233,Built,0.35,41,0.0,25.04,2.58,0.0,39.44,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.604984977990153,52.484070474683044]}"
234,Built,0.35,51,0.0,20.5,4.0,1863.81,34.3,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.263625170024735,52.49305362752424]}"
235,Built,0.32,48,0.0,20.5,4.0,1865.04,34.3,0.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.272608322865931,52.49305362752424]}"
236,Built,0.32,47,0.0,20.5,4.0,1865.05,34.3,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.281591475707126,52.49305362752424]}"
237,Built,0.25,51,0.0,20.5,4.0,1863.96,34.3,0.44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.29057462854832,52.49305362752424]}"
238,Built,0.23,50,0.0,25.03,1.39,1863.96,34.3,0.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.299557781389517,52.49305362752424]}"
239,Built,0.25,47,0.0,25.03,1.39,1864.61,34.3,0.44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.308540934230711,52.49305362752424]}"
240,Built,0.26,46,0.0,25.03,1.39,1864.67,34.3,0.45,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.317524087071908,52.49305362752424]}"
241,Built,0.22,46,0.0,25.03,1.39,1865.09,34.3,0.44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.326507239913102,52.49305362752424]}"
242,Built,0.24,45,0.0,28.76,1.09,1865.88,34.3,0.45,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.335490392754297,52.49305362752424]}"
243,Built,0.25,46,0.0,28.76,1.09,1865.09,34.3,0.45,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.344473545595493,52.49305362752424]}"
244,Built,0.25,46,0.0,28.76,1.09,1864.74,34.42,0.45,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.353456698436688,52.49305362752424]}"
245,Built,0.25,47,0.0,28.76,1.09,1864.12,34.42,0.47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.362439851277882,52.49305362752424]}"
246,Built,0.29,46,0.0,28.76,1.09,1864.56,34.42,0.47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.371423004119078,52.49305362752424]}"
247,Built,0.25,48,0.0,28.76,1.09,1864.26,34.42,0.44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.380406156960273,52.49305362752424]}"
248,Built,0.21,50,0.0,28.76,1.09,1864.26,34.42,0.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.38938930980147,52.49305362752424]}"
249,Built,0.22,47,0.0,28.76,1.09,1863.98,34.42,0.43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.398372462642664,52.49305362752424]}"
250,Built,0.27,44,0.0,28.76,1.09,1864.36,34.42,0.49,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.407355615483858,52.49305362752424]}"
251,Built,0.22,45,0.0,28.76,1.09,1864.71,34.42,0.44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.416338768325055,52.49305362752424]}"
252,Built,0.2,45,0.0,28.17,1.11,1864.45,34.42,0.39,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.42532192116625,52.49305362752424]}"
253,Built,0.26,44,0.0,28.17,1.11,1864.36,34.42,0.46,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.434305074007444,52.49305362752424]}"
254,Built,0.31,41,0.0,28.17,1.11,1863.39,34.42,0.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.44328822684864,52.49305362752424]}"
255,Built,0.3,40,0.0,28.17,1.11,1862.44,36.97,0.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.452271379689835,52.49305362752424]}"
256,Built,0.32,40,0.0,26.38,1.89,1864.24,36.97,0.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.461254532531031,52.49305362752424]}"
257,Water,0.26,40,0.0,26.38,1.89,1864.24,36.97,0.51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.470237685372226,52.49305362752424]}"
258,Water,0.22,38,0.0,26.38,1.89,1864.24,36.97,0.51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.47922083821342,52.49305362752424]}"
259,Built,0.23,34,0.0,26.38,1.89,1864.23,36.97,0.44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.488203991054617,52.49305362752424]}"
260,Built,0.23,36,0.0,26.38,1.89,1864.14,36.97,0.42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.497187143895811,52.49305362752424]}"
261,Built,0.28,38,0.0,26.38,1.89,1861.44,36.97,0.53,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.506170296737006,52.49305362752424]}"
262,Built,0.32,39,0.0,26.38,1.89,1858.95,36.97,0.58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.515153449578202,52.49305362752424]}"
263,Built,0.32,40,0.0,26.38,1.89,1853.39,36.97,0.56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.524136602419397,52.49305362752424]}"
264,Built,0.37,41,0.0,26.38,1.89,1853.39,36.97,0.61,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.533119755260591,52.49305362752424]}"
265,Built,0.38,39,0.0,25.04,2.58,1853.39,36.97,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.542102908101787,52.49305362752424]}"
266,Built,0.36,39,0.0,25.04,2.58,1846.85,39.44,0.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.551086060942982,52.49305362752424]}"
267,Built,0.35,40,0.0,25.04,2.58,1846.85,39.44,0.62,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.560069213784178,52.49305362752424]}"
268,Built,0.33,39,0.0,25.04,2.58,1846.85,39.44,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.569052366625373,52.49305362752424]}"
269,Built,0.36,39,0.0,25.04,2.58,1846.85,39.44,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.578035519466567,52.49305362752424]}"
270,Trees,0.41,40,0.0,25.04,2.58,1846.85,39.44,0.69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.587018672307764,52.49305362752424]}"
271,Built,0.4,40,0.0,25.04,2.58,0.0,39.44,0.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.596001825148958,52.49305362752424]}"
272,Built,0.35,42,0.0,25.04,2.58,0.0,39.44,0.56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.604984977990153,52.49305362752424]}"
273,Built,0.39,58,0.0,25.11,1.3,1865.22,34.3,0.63,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.263625170024735,52.50203678036544]}"
274,Built,0.2,55,0.0,25.11,1.3,1865.49,34.3,0.36,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.272608322865931,52.50203678036544]}"
275,Built,0.27,47,0.0,25.11,1.3,1865.45,34.3,0.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.281591475707126,52.50203678036544]}"
276,Built,0.3,48,0.0,25.11,1.3,1866.23,34.3,0.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.29057462854832,52.50203678036544]}"
277,Built,0.19,48,0.0,25.11,1.3,1866.23,34.3,0.37,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.299557781389517,52.50203678036544]}"
278,Built,0.19,45,0.0,25.11,1.3,1866.27,34.3,0.35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.308540934230711,52.50203678036544]}"
279,Built,0.19,44,0.0,25.11,1.3,1866.3,34.3,0.35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.317524087071908,52.50203678036544]}"
280,Built,0.18,45,0.0,25.11,1.3,1864.63,34.3,0.34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.326507239913102,52.50203678036544]}"
281,Built,0.19,43,0.0,25.51,0.99,1863.52,34.3,0.33,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.335490392754297,52.50203678036544]}"
282,Built,0.21,44,0.0,25.51,0.99,1863.53,34.3,0.37,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.344473545595493,52.50203678036544]}"
283,Built,0.21,42,0.0,25.51,0.99,1863.33,34.42,0.38,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.353456698436688,52.50203678036544]}"
284,Built,0.21,41,0.0,25.51,0.99,1864.06,34.42,0.38,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.362439851277882,52.50203678036544]}"
285,Built,0.22,39,0.0,25.51,0.99,1864.19,34.42,0.39,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.371423004119078,52.50203678036544]}"
286,Built,0.23,40,0.0,27.77,0.71,1863.91,34.42,0.43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.380406156960273,52.50203678036544]}"
287,Built,0.22,39,0.0,27.77,0.71,1863.91,34.42,0.41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.38938930980147,52.50203678036544]}"
288,Built,0.29,40,0.0,27.77,0.71,1864.6,34.42,0.51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.398372462642664,52.50203678036544]}"
289,Built,0.26,40,0.0,27.77,0.71,1865.02,34.42,0.49,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.407355615483858,52.50203678036544]}"
290,Built,0.22,42,0.0,27.77,0.71,1865.14,34.42,0.39,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.416338768325055,52.50203678036544]}"
291,Built,0.23,42,0.0,27.77,0.71,1864.87,34.42,0.44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.42532192116625,52.50203678036544]}"
292,Built,0.21,42,0.0,27.77,0.71,1864.79,34.42,0.41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.434305074007444,52.50203678036544]}"
293,Built,0.13,41,0.0,27.77,0.71,1863.93,34.42,0.29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.44328822684864,52.50203678036544]}"
294,Built,0.15,38,0.0,27.77,0.71,1863.9,36.97,0.32,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.452271379689835,52.50203678036544]}"
295,Built,0.2,38,0.0,29.41,1.03,1862.25,36.97,0.35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.461254532531031,52.50203678036544]}"
296,Built,0.18,38,0.0,29.41,1.03,1862.55,36.97,0.33,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.470237685372226,52.50203678036544]}"
297,Built,0.26,36,0.0,29.41,1.03,1862.55,36.97,0.48,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.47922083821342,52.50203678036544]}"
298,Built,0.27,38,0.0,29.41,1.03,1862.56,36.97,0.48,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.488203991054617,52.50203678036544]}"
299,Built,0.27,39,0.0,29.41,1.03,1865.55,36.97,0.49,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.497187143895811,52.50203678036544]}"
300,Built,0.35,41,0.0,29.41,1.03,1863.86,36.97,0.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.506170296737006,52.50203678036544]}"
301,Built,0.33,41,0.0,29.41,1.03,1863.54,36.97,0.53,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.515153449578202,52.50203678036544]}"
302,Built,0.42,42,0.0,29.41,1.03,1858.86,36.97,0.65,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.524136602419397,52.50203678036544]}"
303,Trees,0.5,43,0.0,29.41,1.03,1858.86,36.97,0.69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.533119755260591,52.50203678036544]}"
304,Trees,0.46,39,0.0,27.7,1.75,1858.86,36.97,0.68,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.542102908101787,52.50203678036544]}"
305,Built,0.36,39,0.0,27.7,1.75,1853.39,39.44,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.551086060942982,52.50203678036544]}"
306,Built,0.29,39,0.0,27.7,1.75,1853.39,39.44,0.49,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.560069213784178,52.50203678036544]}"
307,Built,0.31,39,0.0,27.7,1.75,1853.39,39.44,0.52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.569052366625373,52.50203678036544]}"
308,Built,0.33,40,0.0,27.7,1.75,1853.39,39.44,0.58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.578035519466567,52.50203678036544]}"
309,Built,0.34,40,0.0,28.74,1.46,1846.74,39.44,0.55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.587018672307764,52.50203678036544]}"
310,Built,0.36,38,0.0,28.74,1.46,1845.94,39.44,0.58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.596001825148958,52.50203678036544]}"
311,Built,0.36,42,0.0,28.74,1.46,1845.93,39.44,0.55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.604984977990153,52.50203678036544]}"
312,Built,0.3,61,0.0,25.11,1.3,1869.35,34.3,0.55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.263625170024735,52.51101993320663]}"
313,Built,0.26,63,0.0,25.11,1.3,1868.91,34.3,0.48,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.272608322865931,52.51101993320663]}"
314,Built,0.2,56,0.0,25.11,1.3,1866.43,34.3,0.38,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.281591475707126,52.51101993320663]}"
315,Built,0.18,46,0.0,25.11,1.3,1866.23,34.3,0.38,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.29057462854832,52.51101993320663]}"
316,Built,0.18,44,0.0,25.11,1.3,1866.23,34.3,0.35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.299557781389517,52.51101993320663]}"
317,Built,0.18,44,0.0,25.11,1.3,1866.17,34.3,0.34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.308540934230711,52.51101993320663]}"
318,Built,0.2,44,0.0,25.11,1.3,1866.16,34.3,0.37,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.317524087071908,52.51101993320663]}"
319,Built,0.18,43,0.0,25.11,1.3,1866.55,34.3,0.36,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.326507239913102,52.51101993320663]}"
